SE NUM,MERCHANT LEVEL,MERCHANT ID,MERCHANTSTARTDATE, MERCHANTENDDATE,MERCHANTNAME
9303126974,C,,5/8/2013,6/20/2013,TRICORBRAUN CANADA            
9303127287,C,,5/8/2013,6/20/2013,TEST CANADA CAP 2 LOCATIO     
9303127378,C,,5/8/2013,6/20/2013,TEST CANADA FRANCHISE 2 L     
9303127634,C,,5/8/2013,6/20/2013,MATTHEWS CANADA LTD           
9303128681,C,,5/8/2013,6/20/2013,BALZAC'S COFFEE               
9303128962,C,,5/8/2013,6/20/2013,HEARING SOLUTIONS             
9303129143,C,,5/8/2013,6/20/2013,ST JOHNS KILMARNOCK SCHOO     
9303129689,C,,5/8/2013,6/20/2013,BECTON DICKINSON CANADA I     
9303129929,C,,5/8/2013,6/20/2013,ONTARIO BRAIN INJURY ASSO     
9303129986,C,,5/8/2013,6/20/2013,ROUTES CAR & TRUCK RENTAL     
9303130331,C,,5/8/2013,6/20/2013,TALBOT MARKETING              
9303131487,C,,5/8/2013,6/20/2013,YORKVILLE INSTITUTE OF PL     
9303131529,C,,5/8/2013,6/20/2013,AEI CANADA INC                
9303132956,C,,5/8/2013,6/20/2013,DALE STREIMAN AND KURZ LL     
9303135090,C,,5/8/2013,6/20/2013,CANADIAN BUSINESS COLLEGE     
9303137021,C,,5/8/2013,6/20/2013,FUNDRAISING INITIATIVES       
9303137773,C,,5/8/2013,6/20/2013,ENDEAVOUR MARKETING           
9310975736,C,,5/8/2013,6/20/2013,PRILLO FURNITURES             
9310976262,C,,5/8/2013,6/20/2013,FAMILIPRIX LAVOIE ET LAPO     
9310976692,C,,5/8/2013,6/20/2013,MCKESSON HEALTH MANAGEMEN     
9310976957,C,,5/8/2013,6/20/2013,MINISTERES&ORGANISMES AUT     
9310977278,C,,5/8/2013,6/20/2013,EXP-AIR CARGO LTEE            
9310977963,C,,5/8/2013,6/20/2013,ENTREPRISES POL R             
9310978839,C,,5/8/2013,6/20/2013,PHARMACIE SABOURIN ET LAB     
9310978904,C,,5/8/2013,6/20/2013,LES ENFANTS TERRIBLES         
9310979167,C,,5/8/2013,6/20/2013,HUO CUISINE CHINOISE          
9310979639,C,,5/8/2013,6/20/2013,SUB SOMETCO INC               
9310979746,C,,5/8/2013,6/20/2013,LUXE RENTALS                  
9310979993,C,,5/8/2013,6/20/2013,SIXTY CANADA TRADING INC      
9310980959,C,,5/8/2013,6/20/2013,LIMOUSINE EXPRESS MONT TR     
9310981213,C,,5/8/2013,6/20/2013,B2B2C                         
9310981965,C,,5/8/2013,6/20/2013,CORP SALLE ANDRE MATHIEU      
9310981973,C,,5/8/2013,6/20/2013,CORP SALLE ANDRE MATHIEU      
9310982179,C,,5/8/2013,6/20/2013,ECOMMERCE THYME MATERNITY     
9323120486,C,,5/8/2013,6/20/2013,GRECO PIZZA                   
9323126376,C,,5/8/2013,6/20/2013,ARDROSSAN SOCCER CLUB         
9323127762,C,,5/8/2013,6/20/2013,RED DEER CITY SOCCER ASSO     
9323127994,C,,5/8/2013,6/20/2013,ROSEMAN CORP.                 
9323128083,C,,5/8/2013,6/20/2013,ROSEMAN CORP                  
9323128877,C,,5/8/2013,6/20/2013,REDFISH KIDS CLOTHING         
9323129792,C,,5/8/2013,6/20/2013,MACLEOD HIGHLAND OUTFIT       
9323130030,C,,5/8/2013,6/20/2013,ARMADA INN MOTEL              
9323130337,C,,5/8/2013,6/20/2013,THE FLYING PIG                
9323130436,C,,5/8/2013,6/20/2013,METALSMITH MASTER ARCHITE     
9323132259,C,,5/8/2013,6/20/2013,EZTIX EVENT TICKETING         
9323132267,C,,5/8/2013,6/20/2013,EZTIX EVENT TICKETING         
9323132895,C,,5/8/2013,6/20/2013,SWISS CHALET #1270            
9323134263,C,,5/8/2013,6/20/2013,ESSENTIQUE SPA SALON          
9323135013,C,,5/8/2013,6/20/2013,BAKERS NARROWS LODGE          
9323135153,C,,5/8/2013,6/20/2013,BATTERY WORLD (ALBERTA) I     
9323135997,C,,5/8/2013,6/20/2013,FIVE GUYS BURGERS & FRIES     
9323137886,C,,5/8/2013,6/20/2013,KADAM INC                     
9323138280,C,,5/8/2013,6/20/2013,FUNKTIONAL SLEEP SOLUTION     
9323138892,C,,5/8/2013,6/20/2013,WEST POINT GREY ACADEMY       
9323142373,C,,5/8/2013,6/20/2013,CLEARVIEW DOG AND CAT HOS     
9323142969,C,,5/8/2013,6/20/2013,JAMES WSTRN STAR TRUCK AN     
9323143637,C,,5/8/2013,6/20/2013,JAMES WESTERN STAR            
9323145418,C,,5/8/2013,6/20/2013,NEWALTA                       
9323146267,C,,5/8/2013,6/20/2013,PARKSIDE HOTEL & SPA          
9323146960,C,,5/8/2013,6/20/2013,QEII HEALTH SCIENCE CENTE     
9323147596,C,,5/8/2013,6/20/2013,A BREAK IN TIME CAFFE         
9323147661,C,,5/8/2013,6/20/2013,PROVINCIAL SLEEP GROUP        
9323147984,C,,5/8/2013,6/20/2013,WESTERN STAR INN AND SUIT     
9323148917,C,,5/8/2013,6/20/2013,LEAVITT MACHINERY             
9323149253,C,,5/8/2013,6/20/2013,KELTIC LOGISTICS              
9323149485,C,,5/8/2013,6/20/2013,DICKS LUMBER                  
9323149493,C,,5/8/2013,6/20/2013,ELBOW SPRINGS SNACK SHACK     
9323151051,C,,5/8/2013,6/20/2013,SLICES PIZZA LTD              
9323151770,C,,5/8/2013,6/20/2013,GREEN DROP LAWNS LTD          

